,talk_id,tags
5391,828,feminism
5392,828,global issues
5393,828,men
5394,828,women
5395,829,crime
5396,829,culture
5397,829,education
5398,829,global issues
5399,829,india
5400,829,social change
5401,830,Gender equality
5402,830,culture
5403,830,economics
5404,830,education
5405,830,feminism
5406,830,global issues
5407,830,women
5408,831,TEDx
5409,831,children
5410,831,culture
5411,831,education
5412,832,children
5413,832,communication
5414,832,culture
5415,832,entertainment
5416,832,sex
5417,832,web
5418,833,TEDx
5419,833,business
5420,833,cities
5421,833,collaboration
5422,833,communication
5423,833,consumerism
5424,833,culture
5425,833,technology
5426,833,trust
5427,834,TED Brain Trust
5428,834,business
5429,834,children
5430,834,disease
5431,834,economics
5432,834,education
5433,834,history
5434,834,medicine
5435,834,money
5436,834,psychology
5437,835,Africa
5438,835,animals
5439,835,environment
5440,835,film
5441,835,global issues
5442,835,photography
5443,836,Gender equality
5444,836,business
5445,836,feminism
5446,836,goal-setting
5447,836,leadership
5448,836,technology
5449,836,women
5450,836,women in business
5451,837,TEDx
5452,837,business
5453,837,cities
5454,837,community
5455,837,economics
5456,837,green
5457,838,TEDx
5458,838,communication
5459,838,culture
5460,838,depression
5461,838,fear
5462,838,mental health
5463,838,psychology
5464,838,self
5465,838,social change
5466,839,culture
5467,839,global issues
5468,839,happiness
5469,839,philosophy
5470,839,self
5471,840,business
5472,840,culture
5473,840,entertainment
5474,840,productivity
5475,840,sleep
5476,841,TEDx
5477,841,culture
5478,841,global issues
5479,841,journalism
5480,841,religion
5481,842,TEDx
5482,842,brain
5483,842,creativity
5484,842,entertainment
5485,842,music
5486,842,science
5487,842,technology
5488,843,business
5489,843,cancer
5490,843,medicine
5491,843,science
5492,843,technology
5493,844,TEDx
5494,844,books
5495,844,happiness
5496,844,life
5497,844,love
5498,844,personal growth
5499,844,psychology
5500,844,writing
5501,845,activism
5502,845,global issues
5503,845,humanity
5504,845,nuclear weapons
5505,845,peace
5506,846,anthropology
5507,846,computers
5508,846,culture
5509,846,cyborg
5510,846,future
5511,846,technology
5512,847,Anthropocene
5513,847,design
5514,847,entertainment
5515,847,technology
5516,848,communication
5517,848,global issues
5518,848,politics
5519,849,TEDx
5520,849,bullying
5521,849,children
5522,849,education
5523,849,gaming
5524,849,psychology
5525,849,technology
5526,849,violence
5527,850,activism
5528,850,business
5529,850,culture
5530,850,economics
5531,850,science
5532,850,social change
5533,851,health care
5534,851,medicine
5535,851,music
5536,851,science
5537,851,technology
5538,852,Anthropocene
5539,852,TEDx
5540,852,business
5541,852,communication
5542,852,global issues
5543,852,green
5544,852,inequality
5545,852,plastic
5546,852,poverty
5547,852,science
5548,853,TEDx
5549,853,data
5550,853,health
5551,853,medicine
5552,853,science
5553,853,technology
5554,853,virtual reality
5555,853,visualizations
5556,854,AI
5557,854,comedy
5558,854,entertainment
5559,854,humor
5560,854,robots
5561,854,science
5562,854,technology
5563,855,Asia
5564,855,business
5565,855,china
5566,855,culture
5567,855,economics
5568,855,global issues
5569,856,business
5570,856,design
5571,856,health
5572,856,medicine
5573,856,science
5574,856,technology
5575,857,art
5576,857,comedy
5577,857,culture
5578,857,feminism
5579,857,humor
5580,857,media
5581,857,peace
5582,857,women
5583,858,TEDx
5584,858,neuroscience
5585,858,psychology
5586,858,science
5587,858,technology
5588,859,cancer
5589,859,community
5590,859,culture
5591,859,storytelling
5592,860,architecture
5593,860,biology
5594,860,cities
5595,860,design
5596,861,cities
5597,861,collaboration
5598,861,computers
5599,861,curiosity
5600,861,design
5601,861,drones
5602,861,hack
5603,861,innovation
5604,861,manufacturing
5605,861,media
5606,861,technology
5607,862,advertising
5608,862,culture
5609,862,entertainment
5610,862,media
5611,862,social media
5612,863,TEDx
5613,863,entertainment
5614,863,health
5615,863,journalism
5616,863,science
5617,863,sports
5618,864,culture
5619,864,global issues
5620,864,performance
5621,864,poetry
5622,864,war
5623,864,women
5624,865,TEDx
5625,865,business
5626,865,culture
5627,865,life
5628,865,motivation
5629,865,work
5630,865,work-life balance
5631,866,AI
5632,866,body language
5633,866,business
5634,866,communication
5635,866,design
5636,866,entertainment
5637,866,robots
5638,866,technology
5639,867,community
5640,867,global issues
5641,867,health
5642,867,medicine
5643,867,science
5644,867,women
5645,868,architecture
5646,868,biomimicry
5647,868,design
5648,868,science and art
5649,868,sustainability
5650,869,TEDx
5651,869,entertainment
5652,869,live music
5653,869,music
5654,869,performance
5655,870,charter for compassion
5656,870,compassion
5657,870,faith
5658,870,religion
5659,870,science
5660,871,TEDx
5661,871,brain
5662,871,children
5663,871,language
5664,871,science
5665,871,technology
5666,872,culture
5667,872,economics
5668,872,global issues
5669,872,investment
5670,872,women in business
5671,873,business
5672,873,technology
5673,874,Foreign Policy
5674,874,Gender equality
5675,874,business
5676,874,iraq
5677,875,business
5678,875,choice
5679,875,culture
5680,875,economics
5681,876,Surgery
5682,876,body language
5683,876,community
5684,876,culture
5685,876,design
5686,876,medical research
5687,876,science
5688,876,science and art
5689,877,anthropology
5690,877,storytelling
5691,878,TED Brain Trust
5692,878,cancer
5693,878,genetics
5694,878,medical research
5695,879,entertainment
5696,879,live music
5697,879,music
5698,879,performance
5699,880,Egypt
5700,880,Middle East
5701,880,global issues
5702,880,iraq
5703,880,media
5704,880,politics
5705,880,protests
5706,880,technology
5707,881,TED Prize
5708,881,activism
5709,881,art
5710,881,community
5711,881,photography
5712,882,Egypt
5713,882,democracy
5714,882,global issues
5715,882,politics
5716,882,protests
5717,882,social change
5718,883,aging
5719,883,education
5720,883,money
5721,883,youth
5722,884,Surgery
5723,884,health care
5724,884,invention
5725,884,medical research
5726,884,prosthetics
5727,885,culture
5728,885,feminism
5729,885,history
5730,885,identity
5731,885,women
5732,885,writing
5733,886,culture
5734,886,education
5735,886,global issues
5736,886,online video
5737,886,teaching
5738,887,brain
5739,887,children
5740,887,language
5741,887,time
5742,888,TEDx
5743,888,business
5744,888,environment
5745,888,global issues
5746,888,innovation
5747,888,nature
5748,888,rivers
5749,888,sustainability
5750,888,water
5751,889,brain
5752,889,culture
5753,889,motivation
5754,889,society
5755,890,dark matter
5756,890,science
5757,890,universe
5758,891,community
5759,891,compassion
5760,891,culture
5761,892,TEDx
5762,892,architecture
5763,892,design
5764,893,entertainment
5765,893,performance
5766,893,poetry
5767,893,storytelling
5768,894,culture
5769,894,data
5770,894,economics
5771,894,women
5772,895,TED Fellows
5773,895,animals
5774,895,culture
5775,895,play
5776,895,science
5777,896,Bioethics
5778,896,TEDx
5779,896,biology
5780,896,biomechanics
5781,896,deextinction
5782,896,future
5783,896,genetics
5784,896,philosophy
5785,896,science
5786,897,design
5787,897,disability
5788,897,exoskeleton
5789,897,science
5790,897,technology
5791,898,TEDx
5792,898,creativity
5793,898,entertainment
5794,898,live music
5795,898,music
5796,898,performance
5797,899,TEDx
5798,899,culture
5799,899,global issues
5800,899,language
5801,900,Iran
5802,900,computers
5803,900,government
5804,900,nuclear energy
5805,900,science
5806,900,technology
5807,900,war
5808,901,animals
5809,901,design
5810,901,entertainment
5811,901,performance
5812,901,theater
5813,902,business
5814,902,driverless cars
5815,902,robots
5816,902,science
5817,902,technology
5818,902,transportation
5819,903,collaboration
5820,903,conducting
5821,903,crowdsourcing
5822,903,entertainment
5823,903,music
5824,903,online video
5825,903,virtual reality
5826,904,education
5827,904,science
5828,904,technology
5829,904,toy
5830,905,culture
5831,905,global issues
5832,905,iraq
5833,905,leadership
5834,905,peace
5835,905,war
5836,906,business
5837,906,charter for compassion
5838,906,culture
5839,907,Brand
5840,907,business
5841,907,comedy
5842,907,consumerism
5843,907,film
5844,907,humor
5845,907,movies
5846,908,creativity
5847,908,design
5848,908,disease
5849,908,invention
5850,908,open-source
5851,908,technology
5852,909,activism
5853,909,business
5854,909,culture
5855,910,TED Prize
5856,910,TEDx
5857,910,entertainment
5858,910,music
5859,910,oceans
5860,911,Internet
5861,911,big bang
5862,911,cosmos
5863,911,history
5864,911,humanity
5865,911,universe
5866,911,visualizations
5867,912,TEDx
5868,912,collaboration
5869,912,community
5870,912,culture
5871,912,global issues
5872,912,politics
5873,913,community
5874,913,culture
5875,913,speech
5876,914,TED Fellows
5877,914,culture
5878,914,manufacturing
5879,914,open-source
5880,914,technology
5881,915,business
5882,915,technology
5883,916,TEDx
5884,916,culture
5885,916,empathy
5886,916,global issues
5887,916,iraq
5888,916,society
5889,916,sociology
5890,916,war
5891,917,culture
5892,917,failure
5893,918,design
5894,918,education
5895,918,gaming
5896,918,global issues
5897,918,government
5898,918,peace
5899,918,politics
5900,918,war
5901,919,exploration
5902,919,journalism
5903,919,science
5904,919,technology
5905,919,telescopes
5906,919,universe
5907,920,business
5908,920,storytelling
5909,920,transportation
5910,921,Bioethics
5911,921,evolution
5912,921,medicine
5913,921,philosophy
5914,921,science
5915,921,technology
5916,922,TEDx
5917,922,culture
5918,922,global issues
5919,922,security
5920,922,technology
5921,922,terrorism
5922,923,DNA
5923,923,TEDx
5924,923,alternative energy
5925,923,biology
5926,923,evolution
5927,923,genetics
5928,923,nature
5929,923,science
5930,923,virus
5931,924,demo
5932,924,design
5933,924,entertainment
5934,924,software
5935,924,technology
5936,925,design
5937,925,education
5938,925,play
5939,925,science
5940,925,technology
5941,925,toy
5942,926,culture
5943,926,global issues
5944,926,journalism
5945,926,politics
5946,926,technology
5947,927,culture
5948,927,friendship
5949,927,global issues
5950,927,parenting
5951,927,terrorism
5952,928,cities
5953,928,design
5954,928,entertainment
5955,928,technology
5956,929,TED Fellows
5957,929,bacteria
5958,929,biology
5959,929,biotech
5960,929,creativity
5961,929,design
5962,929,fashion
5963,929,materials
5964,929,technology
5965,930,String theory
5966,930,TEDx
5967,930,astronomy
5968,930,cosmos
5969,930,philosophy
5970,930,physics
5971,930,science
5972,930,time
5973,930,universe
5974,931,beauty
5975,931,bees
5976,931,botany
5977,931,evolution
5978,931,film
5979,931,garden
5980,931,insects
5981,931,life
5982,931,nature
5983,931,plants
5984,931,science
5985,932,animals
5986,932,biodiversity
5987,932,creativity
5988,932,culture
5989,932,design
5990,932,entertainment
5991,932,photography
5992,932,storytelling
5993,933,biology
5994,933,biomimicry
5995,933,design
5996,933,green
5997,933,invention
5998,933,life
5999,933,medicine
6000,933,science
6001,933,technology
6002,934,body language
6003,934,culture
6004,934,happiness
6005,934,science
6006,934,society
6007,935,art
6008,935,design
6009,935,technology
6010,936,TEDx
6011,936,culture
6012,936,history
6013,936,physics
6014,936,science
6015,936,storytelling
6016,937,brain
6017,937,neuroscience
6018,937,science
6019,937,technology
6020,938,architecture
6021,938,biomimicry
6022,938,creativity
6023,938,design
6024,938,science and art
6025,939,Senses
6026,939,brain
6027,939,health
6028,939,health care
6029,939,pain
6030,939,science
6031,940,biology
6032,940,deextinction
6033,940,exploration
6034,940,oceans
6035,940,photography
6036,940,science
6037,941,culture
6038,941,demo
6039,941,entertainment
6040,942,entertainment
6041,942,social media
6042,943,art
6043,943,collaboration
6044,943,crowdsourcing
6045,943,data
6046,943,design
6047,943,technology
6048,943,visualizations
6049,944,Vaccines
6050,944,disease
6051,944,global issues
6052,944,health
6053,944,science
6054,945,art
6055,945,film
6056,945,global issues
6057,945,photography
6058,945,women
6059,946,Egypt
6060,946,Islam
6061,946,TEDx
6062,946,culture
6063,946,democracy
6064,946,religion
6065,947,TED Fellows
6066,947,collaboration
6067,947,creativity
6068,947,entertainment
6069,947,live music
6070,948,creativity
6071,948,culture
6072,948,entertainment
6073,949,Blindness
6074,949,Senses
6075,949,design
6076,949,sight
6077,949,technology
6078,949,transportation
6079,950,TED Brain Trust
6080,950,art
6081,950,design
6082,950,film
6083,950,happiness
6084,950,motivation
6085,951,philosophy
6086,951,physics
6087,951,science
6088,952,consumerism
6089,952,creativity
6090,952,culture
6091,952,design
6092,952,fashion
6093,953,TEDx
6094,953,culture
6095,953,philosophy
6096,953,technology
6097,954,dinosaurs
6098,954,genetics
6099,954,paleontology
6100,954,science
6101,955,art
6102,955,cities
6103,955,culture
6104,955,data
6105,955,design
6106,955,technology
6107,955,visualizations
6108,956,business
6109,956,cities
6110,956,culture
6111,956,design
6112,956,global issues
6113,957,Gender spectrum
6114,957,TEDx
6115,957,culture
6116,957,gender
6117,958,communication
6118,958,culture
6119,958,depression
6120,958,mental health
6121,958,storytelling
6122,958,suicide
6123,959,TEDx
6124,959,design
6125,959,health care
6126,959,science
6127,959,technology
6128,960,art
6129,960,creativity
6130,960,design
6131,960,storytelling
6132,961,Europe
6133,961,TEDx
6134,961,business
6135,961,culture
6136,961,economics
6137,961,play
6138,961,social change
6139,962,TED Fellows
6140,962,art
6141,962,glacier
6142,962,global issues
6143,962,photography
6144,963,design
6145,963,entertainment
6146,963,live music
6147,963,music
6148,963,technology
6149,964,design
6150,964,entertainment
6151,964,live music
6152,964,music
6153,964,technology
6154,965,cars
6155,965,cities
6156,965,design
6157,965,driverless cars
6158,965,infrastructure
6159,965,mobility
6160,965,technology
6161,966,brain
6162,966,culture
6163,967,culture
6164,967,love
6165,967,storytelling
6166,968,art
6167,968,astronomy
6168,968,design
6169,968,entertainment
6170,968,physics
6171,968,sound
6172,968,technology
6173,969,brain
6174,969,depression
6175,969,entertainment
6176,969,mental health
6177,969,performance
6178,970,TED en Español
6179,970,TEDx
6180,970,community
6181,970,crime
6182,970,global issues
6183,970,peace
6184,970,social change
6185,970,terrorism
6186,970,violence
6187,971,computers
6188,971,history
6189,971,language
6190,971,science
6191,972,TEDx
6192,972,collaboration
6193,972,culture
6194,972,data
6195,972,health care
6196,972,science
6197,972,technology
6198,973,activism
6199,973,architecture
6200,973,cities
6201,973,culture
6202,973,public spaces
6203,974,culture
6204,974,success
6205,975,TED Brain Trust
6206,975,art
6207,975,creativity
6208,975,design
6209,975,entertainment
6210,975,food
6211,975,photography
6212,975,technology
6213,976,bees
6214,976,biology
6215,976,botany
6216,976,environment
6217,976,insects
6218,976,life
6219,976,plants
6220,976,science
6221,976,sex
6222,977,consciousness
6223,977,medicine
6224,977,technology
6225,978,TED Fellows
6226,978,biology
6227,978,biomimicry
6228,978,biotech
6229,978,science
6230,979,Surveillance
6231,979,culture
6232,979,protests
6233,979,social media
6234,980,culture
6235,980,democracy
6236,980,global issues
6237,980,politics
6238,981,business
6239,981,creativity
6240,981,culture
6241,981,society
6242,982,communication
6243,982,global issues
6244,982,journalism
6245,982,war
6246,982,women
6247,983,Internet
6248,983,TEDx
6249,983,computers
6250,983,crime
6251,983,global issues
6252,983,technology
6253,983,virus
6254,984,culture
6255,984,entertainment
6256,984,film
6257,984,psychology
6258,984,self
6259,985,complexity
6260,985,computers
6261,985,social change
6262,985,technology
6263,986,animals
6264,986,biomechanics
6265,986,biomimicry
6266,986,design
6267,986,robots
6268,986,technology
6269,987,Foreign Policy
6270,987,Middle East
6271,987,global issues
6272,987,military
6273,987,peace
6274,987,war
6275,988,biology
6276,988,business
6277,988,cities
6278,988,complexity
6279,988,infrastructure
6280,988,math
6281,988,science
6282,989,happiness
6283,989,philosophy
6284,989,psychology
6285,989,science
6286,990,culture
6287,990,economics
6288,990,food
6289,990,global issues
6290,990,peace
6291,990,politics
6292,990,war
6293,991,culture
6294,991,social change
6295,991,sound
6296,992,consciousness
6297,992,culture
6298,992,self
6299,992,social change
6300,992,social media
6301,992,technology
6302,993,Internet
6303,993,cities
6304,993,invention
6305,993,technology
6306,994,biology
6307,994,communication
6308,994,culture
6309,994,evolution
6310,994,language
6311,994,science
6312,995,TED Fellows
6313,995,health
6314,995,microbiology
6315,995,science
6316,996,culture
6317,996,feminism
6318,996,gaming
6319,996,gender
6320,996,sex
6321,997,Human body
6322,997,activism
6323,997,brain
6324,997,cancer
6325,997,culture
6326,997,poetry
6327,998,architecture
6328,998,cities
6329,998,collaboration
6330,998,design
6331,998,energy
6332,998,environment
6333,998,green
6334,998,infrastructure
6335,998,technology
6336,999,TEDx
6337,999,animals
6338,999,birds
6339,999,collaboration
6340,999,global issues
6341,999,oceans
6342,999,science
6343,1000,activism
6344,1000,collaboration
6345,1000,global issues
6346,1000,nonviolence
6347,1000,peace
6348,1000,war
6349,1001,TED Fellows
6350,1001,exploration
6351,1001,science
6352,1001,technology
6353,1001,telescopes
6354,1001,universe
6355,1002,art
6356,1002,design
6357,1002,entertainment
6358,1002,illusion
6359,1002,magic
6360,1002,music
6361,1002,technology
6362,1003,cognitive science
6363,1003,economics
6364,1003,medical research
6365,1003,science
6366,1003,technology
6367,1004,DNA
6368,1004,biology
6369,1004,evolution
6370,1004,science
6371,1005,communication
6372,1005,compassion
6373,1005,entertainment
6374,1005,film
6375,1005,nonviolence
6376,1005,peace
6377,1005,violence
6378,1005,war
6379,1006,TED Fellows
6380,1006,design
6381,1006,technology
6382,1007,Buddhism
6383,1007,compassion
6384,1007,culture
6385,1007,death
6386,1007,global issues
6387,1008,culture
6388,1008,design
6389,1008,history
6390,1008,invention
6391,1008,technology
6392,1009,TEDx
6393,1009,culture
6394,1009,entertainment
6395,1009,global issues
6396,1009,history
6397,1009,storytelling
6398,1009,war
6399,1010,biology
6400,1010,life
6401,1010,nanoscale
6402,1010,science
6403,1011,books
6404,1011,creativity
6405,1011,design
6406,1011,entertainment
6407,1011,storytelling
6408,1011,technology
6409,1012,Asia
6410,1012,culture
6411,1012,democracy
6412,1012,economics
6413,1012,global issues
6414,1012,politics
6415,1013,Internet
6416,1013,computers
6417,1013,crime
6418,1013,global issues
6419,1013,technology
6420,1014,art
6421,1014,communication
6422,1014,culture
6423,1014,glacier
6424,1015,Bioethics
6425,1015,DNA
6426,1015,TEDx
6427,1015,biotech
6428,1015,health care
6429,1015,science
6430,1015,technology
6431,1016,culture
6432,1016,entertainment
6433,1017,business
6434,1017,global issues
6435,1017,philanthropy
6436,1018,business
6437,1018,culture
6438,1018,economics
6439,1018,global issues
6440,1019,Google
6441,1019,TEDx
6442,1019,data
6443,1019,design
6444,1019,library
6445,1019,technology
6446,1019,visualizations
6447,1019,writing
6448,1020,Africa
6449,1020,business
6450,1020,global issues
6451,1020,marketing
6452,1020,philanthropy
6453,1021,animals
6454,1021,biology
6455,1021,cancer
6456,1021,science
6457,1022,business
6458,1022,creativity
6459,1022,culture
6460,1022,presentation
6461,1023,communication
6462,1023,culture
6463,1023,health
6464,1023,health care
6465,1023,medicine
6466,1023,science
6467,1024,creativity
6468,1024,culture
6469,1024,design
6470,1024,education
6471,1024,work
6472,1025,Africa
6473,1025,democracy
6474,1025,entertainment
6475,1025,film
6476,1025,global issues
6477,1025,politics
6478,1026,data
6479,1026,health care
6480,1026,illness
6481,1026,illusion
6482,1026,medicine
6483,1026,pharmaceuticals
6484,1026,science
6485,1027,creativity
6486,1027,entertainment
6487,1027,sex
6488,1027,theater
6489,1028,Asia
6490,1028,china
6491,1028,economics
6492,1028,global issues
6493,1028,media
6494,1028,politics
6495,1029,TEDx
6496,1029,bacteria
6497,1029,biology
6498,1029,evolution
6499,1029,life
6500,1029,science
6501,1030,consumerism
6502,1030,culture
6503,1030,design
6504,1030,happiness
6505,1030,media
6506,1030,simplicity
6507,1031,business
6508,1031,computers
6509,1031,creativity
6510,1031,death
6511,1031,design
6512,1031,goal-setting
6513,1031,innovation
6514,1031,life
6515,1031,technology
6516,1032,business
6517,1032,global issues
6518,1032,green
6519,1032,plastic
6520,1032,technology
6521,1033,collaboration
6522,1033,conducting
6523,1033,culture
6524,1033,entertainment
6525,1033,music
6526,1033,trust
6527,1034,brain
6528,1034,children
6529,1034,culture
6530,1034,education
6531,1034,psychology
6532,1035,Senses
6533,1035,art
6534,1035,beauty
6535,1035,design
6536,1035,happiness
6537,1036,business
6538,1036,history
6539,1036,technology
6540,1036,web
6541,1037,culture
6542,1037,psychology
6543,1037,science
6544,1037,society
6545,1038,TED Fellows
6546,1038,art
6547,1038,death
6548,1038,design
6549,1038,green
6550,1038,invention
6551,1039,culture
6552,1039,education
6553,1039,global development
6554,1039,global issues
6555,1039,india
6556,1039,invention
6557,1039,women
6558,1040,energy
6559,1040,entrepreneur
6560,1040,environment
6561,1040,science
6562,1040,technology
6563,1041,TEDx
6564,1041,computers
6565,1041,global issues
6566,1041,politics
6567,1041,security
6568,1041,technology
6569,1041,terrorism
6570,1041,war
6571,1042,Senses
6572,1042,design
6573,1042,engineering
6574,1042,invention
6575,1042,medicine
6576,1042,prosthetics
6577,1042,science
6578,1042,technology
6579,1043,TED Fellows
6580,1043,art
6581,1043,data
6582,1043,visualizations
6583,1043,weather
6584,1044,culture
6585,1044,data
6586,1044,global issues
6587,1044,inequality
6588,1044,money
6589,1044,social change
6590,1044,visualizations
6591,1045,brain
6592,1045,culture
6593,1045,neuroscience
6594,1045,science
6595,1046,drones
6596,1046,invention
6597,1046,war
6598,1047,DNA
6599,1047,TEDx
6600,1047,business
6601,1047,cancer
6602,1047,chemistry
6603,1047,collaboration
6604,1047,community
6605,1047,crowdsourcing
6606,1047,genetics
6607,1047,medical research
6608,1047,molecular biology
6609,1047,open-source
6610,1047,science
6611,1048,art
6612,1048,creativity
6613,1048,storytelling
6614,1049,Surveillance
6615,1049,art
6616,1049,data
6617,1049,security
6618,1049,war
6619,1049,web
6620,1050,behavioral economics
6621,1050,biology
6622,1050,brain
6623,1050,chemistry
6624,1050,cognitive science
6625,1050,culture
6626,1050,empathy
6627,1050,happiness
6628,1050,medicine
6629,1050,mind
6630,1050,molecular biology
6631,1050,morality
6632,1050,neuroscience
6633,1050,psychology
6634,1050,science
6635,1050,sociology
6636,1051,cars
6637,1051,design
6638,1051,flight
6639,1051,invention
6640,1051,transportation
6641,1052,AI
6642,1052,biology
6643,1052,biomechanics
6644,1052,brain
6645,1052,cognitive science
6646,1052,consciousness
6647,1052,decision-making
6648,1052,engineering
6649,1052,evolution
6650,1052,math
6651,1052,neuroscience
6652,1052,robots
6653,1052,science
6654,1053,entertainment
6655,1053,magic
6656,1053,technology
6657,1054,TEDx
6658,1054,cities
6659,1054,collaboration
6660,1054,culture
6661,1054,global issues
6662,1054,journalism
6663,1054,social media
6664,1055,TEDx
6665,1055,culture
6666,1055,design
6667,1055,language
6668,1055,law
6669,1055,simplicity
6670,1056,AI
6671,1056,biology
6672,1056,chemistry
6673,1056,ecology
6674,1056,evolution
6675,1056,human origins
6676,1056,innovation
6677,1056,life
6678,1056,molecular biology
6679,1056,nanoscale
6680,1056,science
6681,1057,TED Fellows
6682,1057,art
6683,1057,creativity
6684,1057,humor
6685,1057,technology
6686,1058,archaeology
6687,1058,history
6688,1058,invention
6689,1058,technology
6690,1059,DNA
6691,1059,biotech
6692,1059,brain
6693,1059,cognitive science
6694,1059,disease
6695,1059,genetics
6696,1059,medical imaging
6697,1059,medical research
6698,1059,mental health
6699,1059,molecular biology
6700,1059,neuroscience
6701,1059,physiology
6702,1059,science
6703,1059,technology
6704,1059,visualizations
6705,1060,TEDx
6706,1060,comedy
6707,1060,community
6708,1060,culture
6709,1060,entertainment
6710,1060,humor
6711,1061,Internet
6712,1061,TEDx
6713,1061,business
6714,1061,future
6715,1061,investment
6716,1061,technology
6717,1062,Internet
6718,1062,TEDx
6719,1062,collaboration
6720,1062,crowdsourcing
6721,1062,data
6722,1062,open-source
6723,1062,science
6724,1062,technology
6725,1063,Human body
6726,1063,biotech
6727,1063,design
6728,1063,medical imaging
6729,1063,medical research
6730,1063,physiology
6731,1063,pregnancy
6732,1063,science
6733,1063,science and art
6734,1063,visualizations
6735,1064,adventure
6736,1064,design
6737,1064,flight
6738,1064,technology
6739,1065,TEDx
6740,1065,code
6741,1065,education
6742,1065,entertainment
6743,1065,technology
6744,1065,youth
6745,1066,DNA
6746,1066,aging
6747,1066,biotech
6748,1066,genetics
6749,1066,innovation
6750,1066,medical research
6751,1066,medicine
6752,1066,molecular biology
6753,1066,science
6754,1066,synthetic biology
6755,1066,technology
6756,1067,comedy
6757,1067,entertainment
6758,1067,humor
6759,1067,philosophy
6760,1067,science
6761,1067,science and art
6762,1067,time
6763,1068,TEDx
6764,1068,design
6765,1068,education
6766,1068,gaming
6767,1068,play
6768,1069,TEDx
6769,1069,activism
6770,1069,children
6771,1069,community
6772,1069,culture
6773,1069,global issues
6774,1069,war
6775,1069,youth
6776,1070,NASA
6777,1070,TEDx
6778,1070,asteroid
6779,1070,astronomy
6780,1070,dinosaurs
6781,1070,science
6782,1070,space
6783,1070,technology
6784,1071,creativity
6785,1071,design
6786,1071,engineering
6787,1071,robots
6788,1071,technology
6789,1072,creativity
6790,1072,design
6791,1072,entertainment
6792,1072,storytelling
6793,1072,technology
6794,1073,TEDx
6795,1073,cities
6796,1073,collaboration
6797,1073,design
6798,1073,food
6799,1073,garden
6800,1074,TEDx
6801,1074,entertainment
6802,1074,happiness
6803,1074,illness
6804,1074,personal growth
6805,1074,prosthetics
6806,1075,crime
6807,1075,culture
6808,1075,global issues
6809,1075,philosophy
6810,1075,prison
6811,1076,brain
6812,1076,children
6813,1076,culture
6814,1076,education
6815,1076,evolution
6816,1076,food
6817,1076,mental health
6818,1076,neuroscience
6819,1076,pregnancy
6820,1076,science
6821,1076,writing
6822,1077,TEDx
6823,1077,biology
6824,1077,dance
6825,1077,entertainment
6826,1077,physics
6827,1077,presentation
6828,1077,science
6829,1077,science and art
6830,1077,technology
6831,1078,Senses
6832,1078,art
6833,1078,beauty
6834,1078,disability
6835,1078,hearing
6836,1078,medical research
6837,1078,music
6838,1078,science
6839,1078,science and art
6840,1078,sound
6841,1078,technology
6842,1079,culture
6843,1079,decision-making
6844,1079,failure
6845,1080,Africa
6846,1080,TEDx
6847,1080,journalism
6848,1080,media
6849,1080,poverty
6850,1081,TEDx
6851,1081,entertainment
6852,1081,life
6853,1081,poetry
6854,1081,spoken word
6855,1082,Egypt
6856,1082,TEDx
6857,1082,activism
6858,1082,culture
6859,1082,global issues
6860,1082,nonviolence
6861,1082,politics
6862,1082,protests
6863,1083,Internet
6864,1083,TEDx
6865,1083,collaboration
6866,1083,computers
6867,1083,language
6868,1083,technology
6869,1083,wikipedia
6870,1084,MacArthur grant
6871,1084,biomechanics
6872,1084,biomimicry
6873,1084,biotech
6874,1084,engineering
6875,1084,industrial design
6876,1084,insects
6877,1084,materials
6878,1084,molecular biology
6879,1084,nature
6880,1084,physics
6881,1084,science
6882,1084,technology
6883,1084,web
6884,1085,biotech
6885,1085,engineering
6886,1085,future
6887,1085,health care
6888,1085,innovation
6889,1085,medical imaging
6890,1085,medical research
6891,1085,medicine
6892,1085,neuroscience
6893,1085,physics
6894,1085,science
6895,1085,sound
6896,1085,technology
6897,1086,culture
6898,1086,entertainment
6899,1086,jazz
6900,1086,music
6901,1087,TEDx
6902,1087,design
6903,1087,engineering
6904,1087,industrial design
6905,1087,technology
6906,1088,TEDx
6907,1088,engineering
6908,1088,global development
6909,1088,global issues
6910,1089,TED Fellows
6911,1089,art
6912,1089,design
6913,1089,global issues
6914,1089,journalism
6915,1089,photography
6916,1089,storytelling
6917,1090,Nobel prize
6918,1090,Surgery
6919,1090,biology
6920,1090,biotech
6921,1090,cancer
6922,1090,health care
6923,1090,innovation
6924,1090,medical research
6925,1090,medicine
6926,1090,molecular biology
6927,1090,science
6928,1090,technology
6929,1091,business
6930,1091,economics
6931,1091,finance
6932,1091,global issues
6933,1091,green
6934,1092,agriculture
6935,1092,business
6936,1092,creativity
6937,1092,culture
6938,1092,food
6939,1093,TEDx
6940,1093,aging
6941,1093,culture
6942,1093,health care
6943,1093,medicine
6944,1093,self
6945,1093,storytelling
6946,1094,TEDx
6947,1094,culture
6948,1094,food
6949,1094,garden
6950,1094,global issues
6951,1094,sustainability
6952,1095,TEDx
6953,1095,economics
6954,1095,global issues
6955,1095,health
6956,1096,Senses
6957,1096,brain
6958,1096,cognitive science
6959,1096,consciousness
6960,1096,decision-making
6961,1096,identity
6962,1096,medical imaging
6963,1096,medical research
6964,1096,memory
