,Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id
574,51.0,13.0,47.0,221.0,705.0,325.0,168.0,322.0,33.0,17.0,105.0,21.0,250.0,47.0,575.0
575,69.0,3.0,2.0,323.0,16.0,294.0,63.0,55.0,58.0,26.0,27.0,0.0,16.0,4.0,576.0
576,59.0,11.0,3.0,265.0,65.0,402.0,111.0,153.0,17.0,42.0,154.0,16.0,101.0,44.0,577.0
577,20.0,8.0,254.0,38.0,3.0,52.0,140.0,246.0,44.0,21.0,21.0,7.0,64.0,18.0,578.0
578,12.0,2.0,31.0,179.0,14.0,323.0,69.0,119.0,28.0,6.0,51.0,12.0,158.0,49.0,579.0
579,95.0,3.0,71.0,28.0,4.0,34.0,11.0,170.0,20.0,5.0,32.0,4.0,39.0,25.0,580.0
580,39.0,12.0,38.0,291.0,58.0,205.0,56.0,126.0,32.0,31.0,83.0,9.0,132.0,19.0,581.0
581,21.0,15.0,33.0,40.0,11.0,123.0,56.0,126.0,19.0,51.0,50.0,23.0,62.0,22.0,582.0
582,59.0,10.0,186.0,184.0,10.0,64.0,83.0,604.0,53.0,43.0,53.0,23.0,146.0,21.0,583.0
583,91.0,8.0,32.0,1251.0,29.0,776.0,271.0,436.0,506.0,8.0,63.0,5.0,238.0,31.0,584.0
584,309.0,8.0,19.0,249.0,63.0,97.0,113.0,84.0,55.0,58.0,107.0,35.0,6.0,26.0,585.0
585,128.0,13.0,47.0,861.0,43.0,1181.0,54.0,1136.0,122.0,27.0,132.0,18.0,671.0,53.0,586.0
586,56.0,6.0,40.0,72.0,5.0,114.0,7.0,111.0,19.0,14.0,38.0,5.0,67.0,7.0,587.0
587,145.0,5.0,14.0,68.0,16.0,8.0,51.0,84.0,80.0,16.0,20.0,8.0,5.0,11.0,588.0
588,264.0,5.0,299.0,107.0,200.0,80.0,41.0,892.0,172.0,15.0,41.0,10.0,88.0,7.0,589.0
589,92.0,7.0,37.0,564.0,342.0,532.0,134.0,445.0,135.0,14.0,40.0,9.0,161.0,11.0,590.0
590,42.0,7.0,94.0,22.0,171.0,56.0,6.0,246.0,11.0,24.0,64.0,34.0,42.0,47.0,591.0
591,113.0,5.0,133.0,57.0,6.0,83.0,25.0,252.0,34.0,0.0,24.0,1.0,43.0,3.0,592.0
592,301.0,14.0,292.0,246.0,12.0,99.0,138.0,1287.0,131.0,9.0,58.0,13.0,321.0,41.0,593.0
593,8.0,2.0,5.0,45.0,0.0,116.0,36.0,76.0,13.0,3.0,51.0,6.0,32.0,8.0,594.0
594,25.0,4.0,10.0,5.0,7.0,31.0,3.0,20.0,10.0,18.0,14.0,4.0,2.0,1.0,595.0
595,24.0,80.0,20.0,86.0,782.0,41.0,174.0,24.0,40.0,55.0,78.0,91.0,11.0,47.0,596.0
596,111.0,17.0,738.0,913.0,236.0,147.0,75.0,722.0,897.0,38.0,97.0,52.0,61.0,43.0,597.0
597,85.0,4.0,2.0,55.0,2.0,75.0,9.0,59.0,11.0,8.0,44.0,7.0,11.0,11.0,598.0
598,34.0,5.0,36.0,504.0,9.0,310.0,358.0,264.0,473.0,5.0,33.0,6.0,57.0,6.0,599.0
599,161.0,17.0,25.0,137.0,31.0,6.0,103.0,120.0,182.0,46.0,48.0,20.0,12.0,32.0,600.0
600,64.0,3.0,20.0,156.0,19.0,192.0,47.0,136.0,51.0,70.0,21.0,62.0,133.0,112.0,601.0
601,253.0,11.0,219.0,75.0,351.0,91.0,120.0,825.0,140.0,18.0,39.0,49.0,202.0,25.0,602.0
602,17.0,5.0,11.0,109.0,7.0,412.0,74.0,71.0,25.0,15.0,80.0,8.0,176.0,77.0,603.0
603,32.0,17.0,15.0,105.0,1.0,52.0,176.0,113.0,43.0,31.0,22.0,12.0,45.0,10.0,604.0
604,434.0,24.0,549.0,160.0,44.0,111.0,66.0,870.0,152.0,32.0,31.0,111.0,192.0,71.0,605.0
605,125.0,1.0,44.0,54.0,2.0,129.0,370.0,299.0,41.0,5.0,34.0,3.0,115.0,6.0,606.0
606,87.0,13.0,34.0,558.0,924.0,758.0,333.0,513.0,86.0,9.0,158.0,10.0,274.0,17.0,607.0
607,1288.0,14.0,745.0,422.0,969.0,322.0,245.0,3436.0,371.0,40.0,98.0,18.0,498.0,18.0,608.0
608,14.0,17.0,14.0,129.0,23.0,224.0,93.0,125.0,25.0,51.0,79.0,26.0,200.0,28.0,609.0
609,29.0,13.0,87.0,97.0,2.0,108.0,199.0,228.0,58.0,4.0,8.0,6.0,69.0,8.0,610.0
610,11.0,9.0,24.0,120.0,16.0,144.0,313.0,107.0,50.0,20.0,33.0,11.0,74.0,10.0,611.0
611,8.0,44.0,31.0,118.0,1.0,177.0,59.0,104.0,25.0,34.0,42.0,10.0,121.0,52.0,612.0
612,143.0,0.0,26.0,83.0,0.0,23.0,68.0,119.0,20.0,21.0,28.0,12.0,4.0,16.0,613.0
613,21.0,9.0,494.0,77.0,5.0,387.0,21.0,349.0,96.0,56.0,65.0,9.0,293.0,23.0,614.0
614,470.0,69.0,1547.0,844.0,359.0,2606.0,297.0,4779.0,1413.0,99.0,249.0,109.0,3316.0,113.0,615.0
615,123.0,16.0,31.0,591.0,90.0,244.0,459.0,303.0,849.0,8.0,103.0,12.0,52.0,28.0,616.0
616,21.0,28.0,69.0,88.0,15.0,233.0,39.0,286.0,25.0,56.0,109.0,60.0,272.0,241.0,617.0
617,513.0,10.0,562.0,165.0,15.0,158.0,47.0,1125.0,145.0,85.0,94.0,29.0,249.0,56.0,618.0
618,39.0,61.0,224.0,367.0,38.0,962.0,263.0,795.0,141.0,80.0,221.0,78.0,728.0,181.0,619.0
619,30.0,46.0,15.0,189.0,6.0,175.0,55.0,129.0,27.0,65.0,101.0,33.0,78.0,141.0,620.0
620,17.0,14.0,269.0,107.0,17.0,263.0,101.0,443.0,120.0,17.0,37.0,19.0,758.0,54.0,621.0
621,14.0,5.0,12.0,228.0,2.0,250.0,113.0,139.0,87.0,12.0,33.0,7.0,80.0,16.0,622.0
622,312.0,39.0,843.0,1357.0,141.0,1432.0,302.0,2290.0,341.0,45.0,99.0,27.0,542.0,31.0,623.0
623,75.0,2.0,75.0,217.0,7.0,216.0,111.0,332.0,48.0,19.0,24.0,2.0,63.0,7.0,624.0
624,402.0,13.0,229.0,210.0,282.0,24.0,53.0,612.0,86.0,15.0,39.0,9.0,43.0,13.0,625.0
625,1194.0,8.0,35.0,1573.0,1342.0,299.0,911.0,777.0,796.0,12.0,73.0,14.0,163.0,14.0,626.0
626,64.0,85.0,29.0,1417.0,62.0,1169.0,360.0,615.0,234.0,85.0,161.0,7.0,543.0,42.0,627.0
627,44.0,9.0,15.0,178.0,149.0,173.0,28.0,87.0,30.0,14.0,46.0,12.0,21.0,24.0,628.0
628,37.0,11.0,9.0,232.0,0.0,229.0,271.0,120.0,141.0,2.0,50.0,4.0,69.0,67.0,629.0
629,163.0,5.0,12.0,362.0,130.0,324.0,134.0,306.0,50.0,14.0,42.0,6.0,46.0,6.0,630.0
630,89.0,8.0,164.0,456.0,24.0,228.0,86.0,1033.0,56.0,70.0,138.0,48.0,158.0,32.0,631.0
631,805.0,13.0,78.0,454.0,26.0,27.0,162.0,543.0,1093.0,32.0,103.0,27.0,27.0,36.0,632.0
632,262.0,14.0,92.0,237.0,132.0,402.0,116.0,1374.0,120.0,70.0,102.0,11.0,481.0,72.0,633.0
633,31.0,14.0,19.0,171.0,4.0,219.0,87.0,278.0,89.0,7.0,29.0,11.0,144.0,9.0,634.0
634,5.0,16.0,8.0,52.0,165.0,205.0,216.0,71.0,19.0,4.0,59.0,8.0,215.0,63.0,635.0
635,191.0,7.0,118.0,681.0,562.0,746.0,275.0,1227.0,324.0,34.0,47.0,16.0,694.0,52.0,636.0
636,6.0,141.0,35.0,125.0,208.0,74.0,70.0,26.0,97.0,18.0,123.0,60.0,49.0,102.0,637.0
637,35.0,55.0,155.0,88.0,464.0,172.0,44.0,758.0,85.0,91.0,114.0,430.0,316.0,152.0,638.0
638,9.0,6.0,52.0,399.0,18.0,165.0,300.0,126.0,517.0,27.0,17.0,10.0,69.0,16.0,639.0
639,0.0,4.0,28.0,62.0,3.0,145.0,68.0,116.0,28.0,16.0,24.0,14.0,202.0,19.0,640.0
640,77.0,0.0,16.0,293.0,663.0,290.0,98.0,262.0,62.0,20.0,11.0,4.0,96.0,0.0,641.0
641,185.0,93.0,547.0,1541.0,481.0,774.0,1137.0,2421.0,511.0,112.0,221.0,118.0,1139.0,453.0,642.0
642,32.0,5.0,139.0,136.0,6.0,57.0,0.0,180.0,137.0,35.0,45.0,8.0,9.0,29.0,643.0
643,92.0,55.0,22.0,139.0,5.0,65.0,32.0,197.0,12.0,117.0,70.0,20.0,42.0,66.0,644.0
644,157.0,128.0,1246.0,1029.0,100.0,923.0,557.0,1316.0,348.0,149.0,215.0,259.0,2090.0,612.0,645.0
645,31.0,0.0,53.0,12.0,2.0,132.0,3.0,102.0,6.0,6.0,40.0,4.0,66.0,14.0,646.0
646,15.0,2.0,104.0,79.0,9.0,312.0,227.0,224.0,19.0,5.0,84.0,3.0,476.0,10.0,647.0
647,21.0,3.0,44.0,318.0,17.0,265.0,133.0,222.0,107.0,14.0,27.0,14.0,145.0,23.0,648.0
648,507.0,6.0,55.0,235.0,11.0,74.0,36.0,610.0,69.0,8.0,80.0,32.0,85.0,30.0,649.0
649,87.0,6.0,54.0,71.0,35.0,47.0,16.0,264.0,72.0,11.0,31.0,12.0,70.0,32.0,650.0
650,26.0,3.0,323.0,89.0,24.0,369.0,14.0,513.0,282.0,5.0,30.0,28.0,368.0,15.0,651.0
651,122.0,0.0,149.0,75.0,7.0,67.0,26.0,543.0,41.0,11.0,26.0,10.0,53.0,12.0,652.0
652,7.0,17.0,23.0,84.0,2.0,261.0,43.0,56.0,13.0,13.0,207.0,62.0,117.0,230.0,653.0
653,238.0,19.0,312.0,827.0,1660.0,729.0,929.0,2417.0,210.0,11.0,226.0,32.0,1050.0,45.0,654.0
654,478.0,77.0,826.0,778.0,649.0,276.0,406.0,2141.0,825.0,146.0,302.0,143.0,782.0,119.0,655.0
655,18.0,33.0,47.0,327.0,372.0,346.0,187.0,179.0,151.0,74.0,105.0,97.0,154.0,103.0,656.0
656,27.0,23.0,245.0,175.0,268.0,667.0,100.0,205.0,94.0,16.0,53.0,46.0,712.0,12.0,657.0
657,132.0,2.0,139.0,103.0,0.0,56.0,103.0,508.0,178.0,40.0,21.0,6.0,98.0,8.0,658.0
658,53.0,13.0,40.0,508.0,107.0,378.0,552.0,522.0,236.0,49.0,128.0,46.0,69.0,30.0,659.0
659,224.0,0.0,5.0,252.0,41.0,259.0,40.0,38.0,36.0,7.0,43.0,2.0,10.0,0.0,660.0
660,875.0,9.0,42.0,191.0,16.0,39.0,143.0,388.0,163.0,10.0,33.0,25.0,16.0,6.0,661.0
661,41.0,80.0,702.0,264.0,76.0,962.0,94.0,709.0,107.0,110.0,158.0,356.0,1406.0,564.0,662.0
662,184.0,9.0,90.0,168.0,1.0,182.0,20.0,527.0,71.0,15.0,158.0,48.0,215.0,71.0,663.0
663,12.0,18.0,12.0,109.0,94.0,297.0,87.0,134.0,16.0,2.0,45.0,11.0,148.0,9.0,664.0
664,63.0,21.0,36.0,49.0,1.0,102.0,16.0,125.0,9.0,64.0,77.0,26.0,29.0,53.0,665.0
665,519.0,2.0,19.0,198.0,37.0,8.0,199.0,293.0,275.0,12.0,40.0,9.0,18.0,16.0,666.0
666,223.0,0.0,16.0,353.0,16.0,196.0,69.0,130.0,187.0,10.0,15.0,1.0,35.0,3.0,667.0
667,44.0,27.0,328.0,389.0,1071.0,757.0,224.0,357.0,121.0,188.0,195.0,194.0,999.0,225.0,668.0
668,8.0,0.0,28.0,66.0,5.0,83.0,182.0,109.0,31.0,1.0,18.0,3.0,46.0,6.0,669.0
669,62.0,19.0,30.0,447.0,360.0,587.0,299.0,617.0,61.0,16.0,116.0,4.0,336.0,17.0,670.0
670,8.0,2.0,28.0,53.0,137.0,373.0,74.0,217.0,13.0,4.0,52.0,5.0,271.0,26.0,671.0
671,115.0,15.0,196.0,75.0,9.0,87.0,22.0,362.0,18.0,38.0,37.0,16.0,114.0,43.0,672.0
672,91.0,129.0,94.0,781.0,14.0,334.0,596.0,403.0,476.0,68.0,73.0,74.0,101.0,96.0,673.0
673,44.0,0.0,289.0,88.0,17.0,51.0,5.0,344.0,52.0,17.0,30.0,8.0,57.0,7.0,674.0
674,20.0,53.0,17.0,135.0,20.0,241.0,115.0,188.0,12.0,154.0,114.0,16.0,128.0,71.0,675.0
675,119.0,25.0,210.0,755.0,5552.0,937.0,1746.0,255.0,212.0,31.0,272.0,79.0,245.0,89.0,676.0
676,21.0,11.0,60.0,181.0,3.0,369.0,119.0,363.0,42.0,9.0,45.0,0.0,444.0,25.0,677.0
677,1640.0,112.0,1161.0,7440.0,390.0,6600.0,3413.0,21564.0,2659.0,390.0,1341.0,294.0,8845.0,930.0,678.0
678,11.0,5.0,119.0,142.0,4.0,468.0,9.0,150.0,364.0,47.0,38.0,15.0,526.0,14.0,679.0
679,43.0,8.0,44.0,116.0,3.0,121.0,119.0,348.0,48.0,36.0,25.0,3.0,71.0,11.0,680.0
680,177.0,8.0,7.0,21.0,9.0,3.0,13.0,48.0,17.0,9.0,80.0,22.0,5.0,26.0,681.0
681,61.0,52.0,41.0,758.0,36.0,762.0,224.0,555.0,102.0,86.0,207.0,23.0,413.0,123.0,682.0
682,20.0,5.0,14.0,362.0,121.0,120.0,682.0,138.0,428.0,10.0,24.0,15.0,60.0,32.0,683.0
683,33.0,5.0,17.0,86.0,6.0,168.0,20.0,138.0,46.0,13.0,16.0,6.0,195.0,8.0,684.0
684,78.0,17.0,151.0,432.0,263.0,856.0,633.0,1327.0,104.0,19.0,76.0,16.0,1224.0,50.0,685.0
685,245.0,14.0,218.0,147.0,4025.0,135.0,247.0,161.0,115.0,23.0,251.0,71.0,36.0,45.0,686.0
686,346.0,13.0,178.0,303.0,264.0,253.0,182.0,1673.0,124.0,8.0,59.0,13.0,455.0,12.0,687.0
687,119.0,35.0,260.0,1576.0,29.0,2364.0,653.0,1712.0,968.0,20.0,170.0,27.0,1771.0,69.0,688.0
688,47.0,18.0,109.0,115.0,138.0,455.0,242.0,780.0,29.0,30.0,438.0,88.0,975.0,204.0,689.0
689,51.0,3.0,17.0,73.0,37.0,125.0,5.0,81.0,20.0,16.0,28.0,11.0,63.0,12.0,690.0
690,10.0,60.0,36.0,143.0,25.0,324.0,87.0,183.0,23.0,39.0,176.0,46.0,155.0,350.0,691.0
691,30.0,54.0,46.0,355.0,4.0,240.0,251.0,180.0,538.0,98.0,41.0,11.0,28.0,28.0,692.0
692,1248.0,34.0,885.0,2199.0,3000.0,1237.0,1116.0,7631.0,865.0,71.0,208.0,38.0,2876.0,83.0,693.0
693,37.0,2.0,48.0,269.0,128.0,518.0,95.0,194.0,55.0,16.0,53.0,25.0,381.0,42.0,694.0
694,18.0,17.0,453.0,115.0,5.0,523.0,11.0,67.0,346.0,7.0,77.0,34.0,186.0,37.0,695.0
695,7.0,7.0,14.0,140.0,0.0,264.0,96.0,69.0,50.0,34.0,41.0,21.0,56.0,48.0,696.0
696,206.0,4.0,9.0,50.0,4.0,1.0,9.0,70.0,57.0,15.0,37.0,19.0,4.0,13.0,697.0
697,5.0,40.0,48.0,31.0,50.0,133.0,36.0,61.0,9.0,41.0,30.0,47.0,172.0,66.0,698.0
698,72.0,44.0,24.0,479.0,7.0,203.0,428.0,294.0,514.0,42.0,112.0,14.0,59.0,139.0,699.0
699,744.0,9.0,175.0,431.0,7.0,760.0,16.0,939.0,313.0,27.0,57.0,23.0,667.0,29.0,700.0
700,39.0,34.0,240.0,369.0,455.0,283.0,150.0,161.0,81.0,14.0,135.0,37.0,88.0,89.0,701.0
701,509.0,14.0,42.0,436.0,16.0,240.0,34.0,833.0,121.0,30.0,69.0,15.0,294.0,34.0,702.0
702,95.0,7.0,24.0,188.0,300.0,28.0,337.0,114.0,208.0,31.0,72.0,21.0,9.0,16.0,703.0
703,60.0,29.0,89.0,263.0,69.0,287.0,145.0,439.0,30.0,28.0,91.0,11.0,519.0,44.0,704.0
704,84.0,3.0,75.0,58.0,33.0,115.0,57.0,337.0,34.0,4.0,19.0,0.0,94.0,0.0,705.0
705,26.0,16.0,30.0,280.0,540.0,350.0,365.0,420.0,29.0,25.0,74.0,9.0,489.0,23.0,706.0
706,17.0,33.0,44.0,129.0,22.0,585.0,40.0,87.0,27.0,11.0,70.0,17.0,258.0,53.0,707.0
707,80.0,18.0,20.0,373.0,29.0,362.0,146.0,168.0,23.0,44.0,107.0,12.0,153.0,33.0,708.0
708,31.0,38.0,27.0,522.0,475.0,818.0,139.0,116.0,84.0,60.0,140.0,98.0,429.0,127.0,709.0
709,34.0,15.0,16.0,136.0,28.0,485.0,73.0,115.0,49.0,20.0,111.0,54.0,165.0,92.0,710.0
710,54.0,7.0,9.0,175.0,4.0,262.0,14.0,103.0,28.0,18.0,33.0,3.0,102.0,4.0,711.0
711,77.0,27.0,171.0,281.0,73.0,308.0,207.0,1184.0,129.0,55.0,97.0,176.0,529.0,107.0,712.0
712,273.0,5.0,296.0,84.0,3.0,19.0,13.0,397.0,70.0,18.0,26.0,23.0,32.0,12.0,713.0
713,326.0,24.0,206.0,446.0,43.0,477.0,203.0,2201.0,103.0,78.0,184.0,55.0,742.0,109.0,714.0
714,471.0,11.0,51.0,198.0,35.0,32.0,83.0,477.0,60.0,65.0,68.0,87.0,38.0,48.0,715.0
715,18.0,6.0,56.0,132.0,16.0,222.0,55.0,299.0,23.0,42.0,71.0,10.0,197.0,16.0,716.0
716,65.0,10.0,69.0,366.0,2.0,551.0,224.0,445.0,456.0,12.0,46.0,10.0,309.0,48.0,717.0
717,43.0,32.0,21.0,118.0,618.0,76.0,57.0,75.0,22.0,41.0,204.0,110.0,13.0,78.0,718.0
718,24.0,14.0,24.0,245.0,20.0,411.0,105.0,444.0,28.0,15.0,114.0,14.0,358.0,30.0,719.0
719,13.0,27.0,22.0,111.0,0.0,339.0,73.0,184.0,8.0,68.0,71.0,18.0,214.0,49.0,720.0
720,8.0,5.0,29.0,28.0,5.0,230.0,3.0,71.0,23.0,11.0,36.0,10.0,141.0,10.0,721.0
721,691.0,24.0,20.0,668.0,10.0,469.0,154.0,402.0,346.0,24.0,174.0,7.0,44.0,24.0,722.0
722,40.0,41.0,69.0,269.0,216.0,114.0,366.0,189.0,193.0,6.0,87.0,46.0,32.0,160.0,723.0
723,319.0,107.0,7.0,482.0,66.0,241.0,225.0,220.0,88.0,69.0,84.0,2.0,45.0,16.0,724.0
724,16.0,45.0,61.0,70.0,39.0,322.0,62.0,225.0,14.0,48.0,121.0,73.0,236.0,89.0,725.0
725,78.0,24.0,114.0,87.0,2.0,125.0,92.0,306.0,20.0,12.0,130.0,45.0,116.0,189.0,726.0
726,111.0,30.0,74.0,766.0,187.0,1167.0,339.0,679.0,156.0,18.0,134.0,22.0,866.0,88.0,727.0
727,44.0,10.0,335.0,78.0,3.0,336.0,12.0,252.0,177.0,58.0,69.0,35.0,394.0,68.0,728.0
728,121.0,20.0,68.0,1331.0,259.0,981.0,539.0,1124.0,274.0,39.0,133.0,21.0,762.0,44.0,729.0
729,14.0,6.0,50.0,204.0,44.0,367.0,60.0,371.0,20.0,21.0,71.0,16.0,301.0,20.0,730.0
730,1293.0,28.0,496.0,980.0,77.0,336.0,194.0,2251.0,204.0,80.0,192.0,32.0,437.0,73.0,731.0
731,81.0,26.0,1915.0,575.0,57.0,845.0,179.0,1089.0,415.0,29.0,140.0,71.0,387.0,75.0,732.0
732,180.0,34.0,274.0,191.0,178.0,138.0,205.0,605.0,62.0,29.0,56.0,39.0,136.0,151.0,733.0
733,50.0,24.0,19.0,340.0,5.0,318.0,53.0,164.0,75.0,64.0,79.0,5.0,74.0,29.0,734.0
734,78.0,17.0,49.0,1071.0,40.0,386.0,909.0,542.0,1334.0,17.0,68.0,25.0,92.0,40.0,735.0
735,6.0,5.0,7.0,125.0,28.0,161.0,148.0,57.0,50.0,1.0,33.0,24.0,38.0,24.0,736.0
736,364.0,29.0,232.0,1391.0,523.0,1437.0,279.0,1112.0,184.0,116.0,130.0,74.0,701.0,70.0,737.0
737,2.0,6.0,106.0,12.0,4.0,176.0,3.0,16.0,80.0,21.0,12.0,5.0,107.0,22.0,738.0
738,307.0,12.0,151.0,89.0,46.0,95.0,42.0,1011.0,47.0,138.0,189.0,28.0,231.0,81.0,739.0
739,31.0,10.0,8.0,121.0,0.0,116.0,60.0,80.0,71.0,58.0,40.0,18.0,28.0,18.0,740.0
740,46.0,26.0,44.0,855.0,268.0,821.0,404.0,325.0,173.0,90.0,144.0,36.0,415.0,93.0,741.0
741,70.0,2.0,413.0,146.0,11.0,71.0,20.0,536.0,128.0,11.0,61.0,42.0,170.0,41.0,742.0
742,10.0,3.0,61.0,77.0,4.0,223.0,72.0,201.0,52.0,7.0,17.0,1.0,251.0,17.0,743.0
743,76.0,25.0,170.0,83.0,12.0,344.0,16.0,606.0,79.0,32.0,57.0,29.0,364.0,51.0,744.0
744,241.0,14.0,502.0,46.0,98.0,140.0,59.0,694.0,95.0,22.0,100.0,43.0,777.0,88.0,745.0
745,59.0,15.0,15.0,198.0,6.0,62.0,156.0,73.0,109.0,33.0,73.0,37.0,22.0,166.0,746.0
746,61.0,30.0,124.0,48.0,405.0,139.0,44.0,279.0,15.0,27.0,101.0,18.0,157.0,31.0,747.0
747,201.0,13.0,353.0,262.0,4013.0,202.0,229.0,451.0,148.0,36.0,200.0,42.0,185.0,28.0,748.0
748,11.0,30.0,25.0,395.0,110.0,365.0,277.0,301.0,59.0,22.0,93.0,35.0,310.0,95.0,749.0
749,713.0,13.0,23.0,1225.0,250.0,1216.0,754.0,806.0,169.0,54.0,190.0,33.0,477.0,37.0,750.0
750,56.0,4.0,28.0,189.0,0.0,235.0,18.0,87.0,24.0,38.0,76.0,4.0,61.0,24.0,751.0
751,282.0,39.0,80.0,579.0,132.0,637.0,342.0,926.0,267.0,23.0,75.0,21.0,516.0,64.0,752.0
752,78.0,9.0,47.0,74.0,149.0,102.0,40.0,198.0,13.0,22.0,78.0,14.0,99.0,21.0,753.0
753,7.0,32.0,57.0,35.0,10.0,232.0,16.0,67.0,16.0,46.0,53.0,22.0,143.0,69.0,754.0
754,33.0,26.0,16.0,158.0,234.0,354.0,183.0,141.0,18.0,29.0,297.0,49.0,139.0,223.0,755.0
755,241.0,11.0,218.0,316.0,35.0,388.0,143.0,1485.0,74.0,27.0,81.0,28.0,592.0,70.0,756.0
756,25.0,23.0,58.0,107.0,17.0,406.0,45.0,246.0,33.0,42.0,106.0,15.0,277.0,36.0,757.0
757,194.0,33.0,53.0,61.0,8.0,55.0,13.0,292.0,16.0,107.0,72.0,41.0,40.0,80.0,758.0
758,136.0,38.0,94.0,364.0,366.0,1209.0,187.0,796.0,94.0,22.0,488.0,48.0,752.0,249.0,759.0
759,382.0,6.0,32.0,722.0,14.0,578.0,51.0,279.0,185.0,85.0,126.0,22.0,53.0,36.0,760.0
760,151.0,12.0,173.0,1069.0,239.0,385.0,627.0,1609.0,670.0,16.0,83.0,8.0,491.0,19.0,761.0
761,86.0,37.0,7.0,115.0,10.0,37.0,66.0,98.0,20.0,45.0,46.0,10.0,15.0,31.0,762.0
762,7.0,12.0,163.0,95.0,5.0,103.0,31.0,210.0,23.0,40.0,18.0,17.0,81.0,17.0,763.0
763,41.0,14.0,79.0,66.0,8.0,74.0,19.0,295.0,37.0,26.0,40.0,21.0,172.0,27.0,764.0
764,30.0,59.0,29.0,180.0,1620.0,368.0,221.0,174.0,45.0,124.0,251.0,114.0,171.0,173.0,765.0
765,12.0,12.0,14.0,66.0,4.0,262.0,9.0,36.0,34.0,8.0,23.0,11.0,163.0,23.0,766.0
766,174.0,13.0,96.0,381.0,14.0,309.0,146.0,1193.0,149.0,41.0,88.0,8.0,431.0,24.0,767.0
767,24.0,117.0,11.0,395.0,11.0,907.0,29.0,133.0,25.0,30.0,607.0,21.0,156.0,329.0,768.0
768,8.0,19.0,7.0,230.0,5.0,307.0,172.0,99.0,43.0,39.0,47.0,10.0,124.0,32.0,769.0
769,190.0,9.0,7.0,148.0,20.0,132.0,32.0,57.0,20.0,11.0,50.0,12.0,1.0,7.0,770.0
770,44.0,14.0,20.0,367.0,128.0,605.0,77.0,59.0,86.0,13.0,69.0,8.0,37.0,7.0,771.0
771,115.0,19.0,35.0,1014.0,230.0,970.0,381.0,1404.0,97.0,80.0,298.0,16.0,473.0,52.0,772.0
772,19.0,1.0,24.0,16.0,0.0,35.0,22.0,83.0,11.0,4.0,36.0,2.0,25.0,1.0,773.0
773,43.0,3.0,96.0,12.0,3.0,60.0,0.0,191.0,25.0,11.0,36.0,10.0,56.0,17.0,774.0
774,47.0,10.0,32.0,203.0,183.0,148.0,343.0,207.0,54.0,6.0,132.0,18.0,62.0,177.0,775.0
775,127.0,21.0,37.0,262.0,26.0,688.0,49.0,363.0,24.0,14.0,191.0,28.0,374.0,204.0,776.0
776,46.0,6.0,6.0,141.0,144.0,165.0,19.0,50.0,13.0,17.0,31.0,1.0,15.0,3.0,777.0
777,2.0,37.0,1.0,108.0,9.0,281.0,45.0,65.0,15.0,29.0,225.0,38.0,43.0,175.0,778.0
778,120.0,8.0,69.0,995.0,80.0,582.0,249.0,494.0,272.0,105.0,122.0,93.0,201.0,50.0,779.0
779,58.0,2.0,146.0,45.0,4.0,78.0,20.0,243.0,18.0,4.0,24.0,7.0,74.0,8.0,780.0
780,25.0,6.0,132.0,147.0,544.0,262.0,293.0,426.0,56.0,12.0,31.0,10.0,289.0,7.0,781.0
781,44.0,5.0,33.0,411.0,9.0,413.0,862.0,505.0,199.0,9.0,29.0,9.0,297.0,11.0,782.0
782,49.0,42.0,191.0,186.0,10.0,385.0,81.0,631.0,72.0,79.0,77.0,32.0,440.0,135.0,783.0
783,22.0,0.0,13.0,94.0,0.0,129.0,37.0,70.0,26.0,18.0,17.0,5.0,46.0,4.0,784.0
784,42.0,8.0,75.0,330.0,167.0,554.0,116.0,471.0,135.0,7.0,32.0,4.0,535.0,17.0,785.0
785,985.0,84.0,1560.0,235.0,30.0,62.0,85.0,2153.0,329.0,49.0,219.0,133.0,190.0,194.0,786.0
786,155.0,10.0,41.0,641.0,133.0,502.0,160.0,300.0,132.0,16.0,98.0,9.0,190.0,26.0,787.0
787,53.0,20.0,69.0,164.0,13.0,383.0,75.0,504.0,46.0,45.0,86.0,48.0,379.0,59.0,788.0
788,6.0,1.0,25.0,26.0,0.0,229.0,39.0,80.0,13.0,13.0,58.0,6.0,123.0,4.0,789.0
789,26.0,27.0,17.0,117.0,27.0,102.0,185.0,154.0,26.0,25.0,34.0,6.0,97.0,22.0,790.0
790,496.0,18.0,72.0,189.0,426.0,23.0,245.0,607.0,74.0,45.0,49.0,19.0,39.0,39.0,791.0
791,491.0,11.0,1254.0,47.0,18.0,88.0,16.0,944.0,163.0,7.0,26.0,9.0,137.0,8.0,792.0
792,537.0,14.0,420.0,157.0,7.0,206.0,146.0,1535.0,125.0,44.0,63.0,37.0,374.0,38.0,793.0
793,14.0,56.0,5.0,317.0,171.0,502.0,85.0,107.0,26.0,68.0,141.0,12.0,101.0,113.0,794.0
794,16.0,15.0,77.0,38.0,10.0,316.0,9.0,187.0,47.0,11.0,98.0,51.0,248.0,40.0,795.0
795,57.0,21.0,159.0,88.0,418.0,148.0,67.0,256.0,30.0,34.0,100.0,7.0,126.0,30.0,796.0
